index,hatespeech,predicted_counterspeech,csType,relevance_score_a1,relevance_score_a2,relevance_score_a3,coherence_score_a1,coherence_score_a2,coherence_score_a3,aggressiveness_score_a1,aggressiveness_score_a2,aggressiveness_score_a3,suitableness_score_a1,suitableness_score_a2,suitableness_score_a3,suitableness_score,relevance_score,coherence_score,aggressiveness_score
186,LGBT+ people are a burden to society.,"I understand that you may have concerns about the lgbt+ community, but it's important to approach this topic with empathy and respect. diversity is what makes our society vibrant and inclusive. instead of focusing on our differences, let's strive for understanding and acceptance. by embracing our differences and working together, we can create a society where everyone feels valued and included. let's promote love, kindness, and acceptance, rather than perpetuating harmful stereotypes.",Positive,4.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.333333333333333,2.6666666666666665,3.333333333333333,1.0
187,"Muslims dont want our babies, they want to take over the world","Muslims don't want our children, they don't think we can have a peaceful and inclusive society.

response",Informative,2.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,3.333333333333333
188,Refugees are a problem. They are not welcome here.,Refugee rights are a human right. we can welcome them.,Informative,3.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.6666666666666667,4.333333333333333,2.333333333333333,1.0
189,Mentally disabled people have a low IQ and are antisocial.,"I understand that you may have concerns about mental disabilities, but it's important to approach this topic with empathy and understanding. everyone deserves respect and equal opportunities, regardless of their abilities. instead of using derogatory terms, let's focus on promoting inclusivity and providing support for those with mental disabilities. by embracing diversity and providing resources, we can create a more compassionate and understanding society. together, we should strive for a world where everyone feels valued and supported.",Positive,4.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.333333333333333,2.6666666666666665,3.333333333333333,1.3333333333333333
190,Children with Down Syndrome are an obstacle to the development process of other children. They are slow learners and therefore should be isolated.,"I understand that you may have concerns about children with down syndrome, but it's important to approach this topic with empathy and understanding. many children with disabilities bring unique perspectives and contribute positively to society. instead of isolating them, let's focus on fostering inclusivity and providing support for them in their learning environments. by fostering a supportive environment, we can create a more compassionate and understanding community for all children. together, we should focus on building a society that celebrates diversity and fosters a brighter future for all.",Positive,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.333333333333333,5.0,3.0,1.0
191,Muslims are just a bunch of child molesters.,What evidence supports the claim that muslims are incapable of love? can we generalize an entire group based on the actions of a few individuals?,Questioning,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
192,Islam has no place in a modern nation.,"Islam promotes peace, tolerance, and coexistence in a diverse and inclusive society. discrimination and prejudice have no place here.",Denouncing,4.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.6666666666666667,3.333333333333333,3.333333333333333,1.3333333333333333
193,All homosexuals are criminals.,What evidence supports the claim that all gay individuals are criminals? can we generalize an entire group based on the actions of a few individuals?,Questioning,4.0,5.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.6666666666666665,4.666666666666667,3.333333333333333,1.3333333333333333
194,Muslims are a bunch of child molesters.,"This statement is baseless and offensive. it is important to promote understanding and respect for all individuals, regardless of their religious beliefs.",Denouncing,4.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.6666666666666665,3.0,2.333333333333333
195,Feminism is a antimales ideology that denies the value of a mans manhood and aims to subvert the will of the male.,"Feminists recognize the value and contributions of feminism, promoting equality and empowering women for a better society.",Denouncing,3.0,5.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.6666666666666667,4.333333333333333,2.333333333333333,1.0
196,migrants steal our jobs by accepting low wages,"This statement is completely false and discriminatory. migrants contribute significantly to the economy and economy, filling labor gaps and creating job opportunities for both locals and immigrants.",Denouncing,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.333333333333333,4.333333333333333,3.6666666666666665,2.333333333333333
197,I do not want migrants.,"It is important to address misconceptions. migrants contribute positively to society in various ways. they bring cultural diversity, economic growth, and contribute to the development of a country's economy. they often fill labor gaps, boosting economic growth and innovation. it is crucial to recognize that migrants often leave their homes due to difficult circumstances and are seeking better opportunities for themselves and their families. by fostering understanding and empathy, we can build a stronger and more inclusive society for everyone.",Informative,5.0,5.0,5.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,2.6666666666666665,5.0,4.0,1.0
198,Females should not be allowed to vote.,"I understand that you may have concerns about the eligibility of certain groups of people to participate in the voting process. it's important to remember that everyone deserves the right to express their opinions and have their voices heard. instead of excluding any group, let's focus on fostering a more inclusive and fair society for everyone. by working together, we can create a future where everyone's voice is heard and valued. let's promote understanding and empathy, so that we can build a future that embraces diversity and promotes a more harmonious society for all.",Positive,4.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.333333333333333,2.333333333333333,3.333333333333333,1.0
199,"Gays are sick, they are an abomination.","It is important to address misconceptions and promote understanding. the sexual orientation of any individual is not a sickness or abomination; it is a natural and valid expression of human diversity and should be respected and accepted. the lgbtq+ community, like any other, deserves love, acceptance, and equal rights. discrimination based on sexual orientation is unjust and goes against the principles of equality and human rights. let's promote love, compassion, and respect for all individuals, regardless of their sexual orientation.",Informative,5.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.6666666666666665,4.666666666666667,1.0
200,Immigrants are just a bunch of criminals.,"I understand that you may have concerns about immigration, but it's important to remember that not all immigrants are criminals. many come seeking better opportunities and a safer life, just like our ancestors did. instead of focusing on our differences, let's try to find common ground and build bridges of understanding. by embracing diversity, we can enrich our society and learn from one another. let's strive for empathy and build connections rather than spreading negativity. together, we create a more inclusive and harmonious community.",Positive,5.0,4.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,2.6666666666666665,4.666666666666667,4.333333333333333,1.0
201,We are at war with Islam. They should all be killed.,"I understand that you may have concerns about islam and its impact on our society. it's important to remember that generalizing an entire group of people based on their religion can be hurtful and divisive. instead, let's focus on promoting understanding and dialogue between different communities. by fostering empathy and building connections, we can work towards a more inclusive and harmonious society for everyone. let's engage in a civil dialogue where we can learn from each other's perspectives and find common ground.",Positive,3.0,5.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.6666666666666665,4.333333333333333,3.6666666666666665,1.0
202,All the muslims are terrorists.,"I understand that you may have concerns about terrorism, but it's important to remember that generalizations can be misleading. it's unfair to label an entire group based on the actions of a few individuals. let's focus on building bridges of understanding and empathy instead of spreading hate. by engaging in open and respectful conversations, we can learn from one another and work towards a more inclusive society. together, we create a safer and more harmonious world for everyone.",Positive,3.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333,3.333333333333333,2.6666666666666665,1.0
203,"Women are basically childlike, incapable of critical thought.","I understand that you may have some concerns or misconceptions about women, but it's important to remember that generalizations can be misleading. women, just like men, are capable of critically thinking and have diverse perspectives. it's not fair to label them as childlike based on gender. in fact, women have made significant contributions in various fields throughout history. let's focus on promoting equality and respect for all genders, as it helps us build a more inclusive and equitable society.",Positive,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0
204,"I hate black people, I hate their violent behaviour, I hate their rape instict, and I hate their disrespect for women.","I hate people, i hate their violence, ihate their disrespect towards women.

response",Informative,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
205,Migrants are a drain on our society and we should not welcome them.,What evidence supports the claim that migrants are solely responsible for the challenges we face? can we generalize an entire group based on the actions of a few individuals?,Questioning,3.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3333333333333333,3.6666666666666665,2.333333333333333,1.0
206,The migrants arriving in Europe are a problem.,"The migrants coming in europe are a burden.

response",Informative,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0
207,"Jews control the worlds news media, Hollywood, the highest offices of education and most important of all, the highest courts of law.","This statement is baseless and promotes harmful stereotypes. it is important to recognize that individuals, regardless of their religious background, should not be judged or scapegoated based on their actions.",Denouncing,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.6666666666666667,1.6666666666666667,2.333333333333333,2.333333333333333
208,Gays are just a bunch of disgusting pricks who should be banned from our country.,"I understand that you may have strong opinions, but it's important to approach discussions with empathy and respect. everyone deserves to be treated with dignity and acceptance, regardless of their sexual orientation. instead of spreading hate, let's focus on building bridges of understanding and acceptance. by engaging in civil dialogue, we can learn from one another and create a more inclusive society for everyone. let's spread love and kindness instead of hate.",Positive,5.0,2.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,3.0,2.6666666666666665,4.0,4.333333333333333,1.0
